duration_hours,external_count,replications,mean_response_min_mean,mean_response_min_ci95_low,mean_response_min_ci95_high,cumulative_response_gain_min_mean,cumulative_response_gain_min_ci95_low,cumulative_response_gain_min_ci95_high,marginal_response_gain_min_mean,marginal_response_gain_min_ci95_low,marginal_response_gain_min_ci95_high,total_delay_penalty_yuan_mean,total_delay_penalty_yuan_ci95_low,total_delay_penalty_yuan_ci95_high,avoided_penalty_yuan_mean,avoided_penalty_yuan_ci95_low,avoided_penalty_yuan_ci95_high,avoided_penalty_per_vehicle_yuan_mean,avoided_penalty_per_vehicle_yuan_ci95_low,avoided_penalty_per_vehicle_yuan_ci95_high,marginal_break_even_cost_yuan_mean,marginal_break_even_cost_yuan_ci95_low,marginal_break_even_cost_yuan_ci95_high,external_dispatches_mean,external_dispatches_ci95_low,external_dispatches_ci95_high,incident_zone_scenarios
10.0,5,10,4.601750833071843,4.435417273533762,4.768084392609923,19.813781444691237,12.01261341616253,27.614949473219944,0.15763448801627214,0.060146578152526095,0.25512239788001817,19904.460728072147,16368.842765479636,23440.078690664657,423191.904405879,235803.7883287333,610580.0204830247,84638.38088117578,47160.75766574664,122116.00409660491,3182.181418511015,821.5975589551335,5542.765278066897,35.14,33.49547414935749,36.78452585064251,10
10.0,6,10,4.51611368785677,4.382711058253837,4.649516317459702,19.89941858990631,12.040639036065537,27.758198143747087,0.08563714521507425,0.02084401192062202,0.15043027850952648,18205.994146877158,15695.572798746927,20716.415495007386,424890.37098707387,236164.1957926878,613616.5461814599,70815.06183117899,39360.6992987813,102269.42436357668,1698.4665811949912,244.0308455529066,3152.902316837076,38.09,36.03171321005226,40.14828678994775,10
11.0,0,10,24.92444923067087,16.473620717022378,33.37527774431936,0.0,0.0,0.0,,,,510006.61761518207,284908.87023454433,735104.3649958197,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,10
11.0,1,10,12.219643778721801,7.136106578503818,17.303180978939785,12.704805451949067,9.139715502084169,16.269895401813965,12.704805451949067,9.139715502084169,16.269895401813965,211599.03515831567,73942.51009250758,349255.56022412376,298407.5824568664,206444.27760861197,390370.8873051208,298407.5824568664,206444.27760861197,390370.8873051208,298407.5824568664,206444.27760861197,390370.8873051208,10.879999999999999,10.513993193008147,11.24600680699185,10
11.0,2,10,6.9460511981276865,4.729057065165165,9.163045331090208,17.978398032543183,11.627162475372645,24.329633589713723,5.273592580594115,2.380567684325307,8.166617476862923,81633.25062046535,19106.353349145764,144160.14789178493,428373.3669947168,262996.19274215476,593750.5412472789,214186.6834973584,131498.09637107738,296875.27062363946,129965.78453785033,54214.417175844734,205717.15189985593,19.9,19.208077321710185,20.591922678289812,10
11.0,3,10,5.210302267694352,4.4226422932014335,5.99796224218727,19.714146962976518,11.963143234808136,27.4651506911449,1.7357489304333353,0.28194769022772226,3.1895501706389484,37811.23259998813,14621.809691443887,61000.65550853237,472195.38501519396,268304.6473608179,676086.12266957,157398.46167173132,89434.88245360597,225362.04088985667,43822.01802047723,3977.454017068798,83666.58202388567,27.18,26.099940043953055,28.260059956046945,10
11.0,4,10,4.666258712682291,4.485046652759736,4.847470772604846,20.258190517988577,11.932344596323876,28.58403643965328,0.5440435550120613,-0.10193231085016508,1.1900194208742876,24142.49764638024,18921.349412585572,29363.64588017491,485864.11996880185,265285.3012340216,706442.9387035822,121466.02999220046,66321.3253085054,176610.73467589554,13668.73495360788,-4858.836004421999,32196.30591163776,32.629999999999995,31.229389554268078,34.03061044573192,10
11.0,5,10,4.51535456690056,4.400122117617287,4.630587016183832,20.40909466377031,11.988769998032891,28.82941932950773,0.150904145781732,0.04616292689697721,0.2556453646664868,20693.924169924594,17898.644827321597,23489.20351252759,489312.6934452575,266068.2633893595,712557.1235011555,97862.5386890515,53213.65267787189,142511.4247002311,3448.573476455651,532.4428333181795,6364.704119593122,36.739999999999995,34.8086246715658,38.67137532843419,10
11.0,6,10,4.452527446278337,4.347111367112576,4.557943525444098,20.471921784392528,12.033583216321603,28.910260352463453,0.06282712062222162,0.038864594779219774,0.08678964646522347,19339.356387768392,17029.59861222406,21649.114163312723,490667.2612274137,266882.5538211212,714451.9686337062,81777.87687123561,44480.42563685352,119075.3281056177,1354.567782156199,712.1546309585166,1996.9809333538815,39.88,37.613122367369336,42.14687763263067,10
12.0,0,10,31.59200428614409,23.76746490874613,39.41654366354205,0.0,0.0,0.0,,,,724881.783956526,486971.7868956999,962791.781017352,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,10
12.0,1,10,16.1303443039485,11.047062866141443,21.213625741755557,15.461659982195581,12.647569329623396,18.275750634767768,15.461659982195581,12.647569329623396,18.275750634767768,334765.5203486912,180055.61540273874,489475.4252946437,390116.2636078348,304858.97429316054,475373.5529225091,390116.2636078348,304858.97429316054,475373.5529225091,390116.2636078348,304858.97429316054,475373.5529225091,11.36,10.97080376560879,11.749196234391208,10
12.0,2,10,8.68457864227962,5.9092876801013325,11.459869604457907,22.907425643864464,17.733273000409,28.081578287319928,7.445765661668881,5.0578788393131315,9.83365248402463,137890.26612484068,51646.423334930776,224134.10891475057,586991.5178316853,432061.81528399594,741921.2203793746,293495.7589158426,216030.90764199797,370960.6101896873,196875.2542238505,126515.66214323473,267234.84630446625,20.85,20.13603542076055,21.563964579239453,10
12.0,3,10,5.69614264939263,4.4541989490255895,6.938086349759671,25.895861636751455,19.189750336558284,32.60197293694463,2.9884359928869904,1.4205693793768381,4.556302606397143,55441.4385907987,15857.81550896701,95025.0616726304,669440.3453657273,467936.49439072947,870944.1963407252,223146.78178857578,155978.83146357647,290314.7321135751,82448.82753404198,34924.64905172001,129973.00601636394,28.660000000000004,27.710253132067894,29.609746867932113,10
12.0,4,10,4.805538739110034,4.39977208339089,5.211305394829178,26.786465547034048,19.31296386553681,34.25996722853129,0.8906039102825968,0.042674306068931855,1.7385335144962617,30636.30088617567,17051.494127536957,44221.10764481439,694245.4830703504,468760.1758743173,919730.7902663834,173561.3707675876,117190.04396857932,229932.69756659586,24805.137704623026,-1356.1837037595142,50966.45911300556,34.87,33.39504191859116,36.34495808140883,10
12.0,5,10,4.53056081818761,4.407981265777883,4.653140370597336,27.061443467956472,19.296494212828552,34.82639272308439,0.27497792092242357,-0.05721468004431074,0.6071705218891579,23018.750354099968,19357.3760583656,26680.124649834335,701863.0336024261,466950.92902465456,936775.1381801976,140372.6067204852,93390.18580493086,187355.02763603954,7617.5505320757,-2981.4435524006494,18216.544616552048,39.17,37.22400421863054,41.11599578136946,10
12.0,6,10,4.45579034497049,4.348515931241649,4.563064758699331,27.136213941173594,19.312731129987863,34.95969675235933,0.07477047321711985,0.012361480416424264,0.13717946601781544,21128.527858495003,18631.52235486263,23625.533362127375,703753.2560980311,467079.0150364081,940427.497159654,117292.20934967182,77846.50250606798,156737.91619327565,1890.2224956049643,12.575792581683118,3767.8691986282456,42.71,40.3130027850905,45.106997214909505,10
